Open,High,Low,Close,Adj Close,Volume
60.20000076293945,60.720001220703125,59.97999954223633,60.0,49.302547454833984,229776
60.279998779296875,61.20000076293945,60.2400016784668,60.880001068115234,50.02565002441406,360462
60.68000030517578,61.5,60.68000030517578,60.900001525878906,50.04208755493164,254493
60.099998474121094,60.86000061035156,59.880001068115234,60.81999969482422,49.976348876953125,331332
60.959999084472656,61.119998931884766,60.02000045776367,60.2400016784668,49.499755859375,384853
60.34000015258789,60.540000915527344,59.91999816894531,60.36000061035156,49.59836196899414,376574
60.7400016784668,62.86000061035156,60.63999938964844,62.5,51.35681915283203,493942
62.84000015258789,64.37999725341797,62.70000076293945,63.2599983215332,51.98131561279297,583287
61.70000076293945,62.29999923706055,60.41999816894531,62.02000045776367,50.962398529052734,669069
61.7400016784668,62.0,61.099998474121094,62.0,50.94596481323242,398611
61.400001525878906,62.220001220703125,61.099998474121094,62.18000030517578,51.0938720703125,304249
61.91999816894531,62.040000915527344,60.47999954223633,60.779998779296875,49.943477630615234,416686
60.52000045776367,61.540000915527344,60.15999984741211,60.900001525878906,50.04208755493164,577559
60.880001068115234,61.380001068115234,60.15999984741211,60.52000045776367,49.72983932495117,362363
59.619998931884766,59.79999923706055,58.540000915527344,59.36000061035156,48.77665328979492,485310
58.540000915527344,59.119998931884766,56.279998779296875,56.939998626708984,46.788116455078125,602064
57.779998779296875,57.779998779296875,56.15999984741211,56.7400016784668,46.623779296875,490653
57.380001068115234,57.959999084472656,57.08000183105469,57.41999816894531,47.18253707885742,357488
56.5,57.880001068115234,56.08000183105469,57.560001373291016,47.29758071899414,525604
57.47999954223633,57.47999954223633,55.63999938964844,56.619998931884766,46.525169372558594,448516
57.34000015258789,57.880001068115234,56.81999969482422,57.560001373291016,47.29758071899414,453306
58.060001373291016,60.63999938964844,58.060001373291016,60.02000045776367,49.3189811706543,755146
60.13999938964844,61.279998779296875,60.119998931884766,60.47999954223633,49.69696807861328,457919
60.29999923706055,60.79999923706055,60.119998931884766,60.119998931884766,49.40114974975586,386762
60.79999923706055,60.939998626708984,59.439998626708984,60.0,49.302547454833984,389661
60.0,60.939998626708984,60.0,60.779998779296875,49.943477630615234,377482
60.86000061035156,61.63999938964844,60.540000915527344,61.439998626708984,50.48580551147461,481825
62.70000076293945,63.939998626708984,62.599998474121094,63.560001373291016,52.22783279418945,455967
63.400001525878906,64.54000091552734,63.36000061035156,64.22000122070312,52.77016067504883,502922
63.279998779296875,63.79999923706055,62.619998931884766,62.779998779296875,51.58689498901367,593085
61.599998474121094,62.91999816894531,60.47999954223633,62.91999816894531,51.701934814453125,638296
64.54000091552734,66.87999725341797,64.0,65.87999725341797,54.134193420410156,956941
66.0,67.5,64.5,64.81999969482422,53.26318359375,649142
65.0,65.95999908447266,64.58000183105469,64.94000244140625,53.36178970336914,534547
65.26000213623047,66.19999694824219,65.26000213623047,65.68000030517578,53.969852447509766,487400
66.31999969482422,66.58000183105469,63.439998626708984,63.79999923706055,52.425045013427734,338533
62.5,64.58000183105469,62.099998474121094,63.91999816894531,52.52364730834961,366979
64.12000274658203,65.26000213623047,63.459999084472656,63.81999969482422,52.44147491455078,366754
61.2400016784668,62.41999816894531,59.91999816894531,60.65999984741211,49.844879150390625,726975
61.040000915527344,61.97999954223633,60.119998931884766,61.84000015258789,50.814491271972656,589207
60.400001525878906,60.86000061035156,58.880001068115234,60.70000076293945,49.87773895263672,727497
60.720001220703125,61.220001220703125,57.02000045776367,57.099998474121094,46.91958999633789,530644
56.439998626708984,58.36000061035156,55.5,57.81999969482422,47.51122283935547,642863
57.779998779296875,58.41999816894531,56.439998626708984,56.619998931884766,46.525169372558594,485699
56.20000076293945,56.20000076293945,52.84000015258789,53.2400016784668,43.74779510498047,768787
51.439998626708984,53.02000045776367,49.400001525878906,51.52000045776367,42.33445358276367,913182
50.58000183105469,53.560001373291016,50.47999954223633,52.400001525878906,43.057559967041016,895210
54.119998931884766,56.63999938964844,53.5,56.459999084472656,46.39369583129883,835583
56.459999084472656,56.79999923706055,54.47999954223633,54.52000045776367,44.799583435058594,558475
54.720001220703125,56.91999816894531,54.040000915527344,55.20000076293945,45.358341217041016,458206
55.880001068115234,57.779998779296875,55.7599983215332,56.599998474121094,46.50873565673828,465193
55.79999923706055,56.86000061035156,55.439998626708984,56.5,46.42656326293945,373475
57.34000015258789,59.380001068115234,57.2400016784668,58.65999984741211,48.20145797729492,499602
58.84000015258789,59.13999938964844,57.47999954223633,58.7400016784668,48.26719665527344,395353
58.70000076293945,58.959999084472656,58.0,58.70000076293945,48.23432159423828,740562
58.560001373291016,60.400001525878906,58.540000915527344,58.880001068115234,48.382232666015625,445823
59.0,60.119998931884766,58.939998626708984,59.880001068115234,49.203941345214844,494722
60.119998931884766,60.2599983215332,58.41999816894531,58.459999084472656,48.037113189697266,467163
58.540000915527344,59.31999969482422,57.7400016784668,57.7400016784668,47.44548416137695,558874
58.040000915527344,58.31999969482422,57.439998626708984,58.08000183105469,47.7248649597168,407255
58.380001068115234,58.65999984741211,57.13999938964844,57.52000045776367,47.26470947265625,573929
58.400001525878906,59.97999954223633,58.15999984741211,59.880001068115234,49.203941345214844,561930
59.86000061035156,59.900001525878906,58.619998931884766,58.619998931884766,48.16858673095703,643807
56.279998779296875,56.79999923706055,54.63999938964844,54.63999938964844,46.64064407348633,812400
54.880001068115234,55.2599983215332,53.439998626708984,53.439998626708984,45.61632537841797,573419
53.41999816894531,53.97999954223633,52.540000915527344,53.31999969482422,45.513893127441406,481177
53.15999984741211,53.29999923706055,51.5,51.63999938964844,44.0798454284668,551806
52.5,53.400001525878906,51.060001373291016,51.97999954223633,44.37007522583008,704639
51.5,51.5,49.900001525878906,50.34000015258789,42.97016906738281,653425
50.97999954223633,51.52000045776367,50.599998474121094,51.5,43.96034622192383,429351
51.040000915527344,51.41999816894531,50.279998779296875,50.880001068115234,43.43111038208008,568382
50.2400016784668,51.0,49.810001373291016,50.81999969482422,43.37989807128906,450194
50.02000045776367,50.220001220703125,48.83000183105469,50.119998931884766,42.782379150390625,618289
50.220001220703125,50.97999954223633,49.97999954223633,50.47999954223633,43.08967208862305,552453
50.97999954223633,52.040000915527344,50.20000076293945,51.84000015258789,44.25056838989258,775609
52.400001525878906,53.060001373291016,51.91999816894531,52.720001220703125,45.00173568725586,526291
52.7599983215332,54.36000061035156,52.619998931884766,54.02000045776367,46.11141586303711,534801
52.91999816894531,53.52000045776367,52.5,52.7599983215332,45.0358772277832,424911
51.63999938964844,52.959999084472656,51.34000015258789,52.52000045776367,44.83101272583008,484687
55.040000915527344,55.119998931884766,50.68000030517578,51.41999816894531,43.89205551147461,1029430
51.41999816894531,52.52000045776367,50.2400016784668,50.7599983215332,43.32868194580078,691201
51.47999954223633,51.880001068115234,50.31999969482422,50.79999923706055,43.362823486328125,626494
51.220001220703125,51.86000061035156,50.52000045776367,50.86000061035156,43.41404342651367,368368
50.5,50.540000915527344,46.459999084472656,49.09000015258789,41.90317153930664,542915
49.529998779296875,50.380001068115234,49.4900016784668,49.63999938964844,42.37264633178711,399168
49.81999969482422,50.279998779296875,49.11000061035156,49.959999084472656,42.64580154418945,527839
51.15999984741211,51.400001525878906,48.7400016784668,48.849998474121094,41.698307037353516,543470
48.7400016784668,48.83000183105469,47.689998626708984,48.599998474121094,41.48490524291992,525508
48.5,48.880001068115234,47.470001220703125,47.75,40.75934600830078,368292
48.43000030517578,49.25,48.150001525878906,48.150001525878906,41.10078811645508,463335
48.7400016784668,49.63999938964844,48.27000045776367,49.20000076293945,41.997066497802734,397558
48.0,49.86000061035156,47.849998474121094,49.4900016784668,42.24461364746094,543558
50.099998474121094,50.7400016784668,49.470001220703125,50.58000183105469,43.1750373840332,382372
50.2400016784668,50.959999084472656,50.0,50.720001220703125,43.29453659057617,323392
51.060001373291016,51.63999938964844,50.63999938964844,51.459999084472656,43.92619705200195,428361
51.36000061035156,51.7599983215332,50.97999954223633,50.97999954223633,43.51647186279297,337094
50.060001373291016,50.720001220703125,49.209999084472656,50.220001220703125,42.86773681640625,488925
50.560001373291016,51.36000061035156,50.560001373291016,50.779998779296875,43.34575271606445,350422
51.29999923706055,51.65999984741211,50.900001525878906,51.41999816894531,43.89205551147461,307634
50.599998474121094,51.0,49.72999954223633,49.90999984741211,42.60312271118164,509530
50.5,50.63999938964844,49.619998931884766,50.459999084472656,43.07259750366211,411016
50.540000915527344,51.439998626708984,50.540000915527344,51.439998626708984,43.90912628173828,357293
51.540000915527344,52.65999984741211,51.540000915527344,52.560001373291016,44.86516189575195,317902
52.7400016784668,53.15999984741211,52.540000915527344,52.619998931884766,44.91637420654297,210858
52.08000183105469,53.08000183105469,51.81999969482422,52.560001373291016,44.86516189575195,892554
53.0,53.099998474121094,52.2599983215332,52.31999969482422,44.66029739379883,438928
52.36000061035156,52.619998931884766,51.779998779296875,52.31999969482422,44.66029739379883,348121
52.779998779296875,53.08000183105469,52.36000061035156,52.36000061035156,44.69443893432617,248426
52.959999084472656,53.2400016784668,52.63999938964844,53.13999938964844,45.36024856567383,245138
53.0,53.0,52.2400016784668,52.7599983215332,45.0358772277832,333667
53.02000045776367,53.20000076293945,52.400001525878906,52.68000030517578,44.96759033203125,324370
52.619998931884766,52.880001068115234,52.119998931884766,52.279998779296875,44.62614822387695,429417
51.79999923706055,51.84000015258789,50.5,50.5,43.106746673583984,605282
49.91999816894531,50.02000045776367,48.06999969482422,48.5,41.3995475769043,458676
48.900001525878906,48.959999084472656,46.40999984741211,47.20000076293945,40.28986740112305,686290
47.849998474121094,48.689998626708984,47.61000061035156,48.400001525878906,41.31419372558594,457614
48.15999984741211,48.15999984741211,45.810001373291016,45.810001373291016,39.10336685180664,571455
46.029998779296875,47.0,45.709999084472656,46.59000015258789,39.76917266845703,801573
46.689998626708984,47.08000183105469,46.18000030517578,47.08000183105469,40.18743896484375,196026
47.41999816894531,48.09000015258789,47.0099983215332,47.34000015258789,40.40937423706055,350060
46.790000915527344,47.56999969482422,46.02000045776367,47.5,40.54595184326172,530077
47.369998931884766,47.380001068115234,45.939998626708984,46.0099983215332,39.27408218383789,318753
